filepath,label,language,speaker,source,tool,condition,split,utt_id
${DATA_ROOT}/clips/634568_jCgweujQVV5haVF1_0060.wav,bonafide,hi-en,634568,mucs2021,none,clean,eval,634568_jCgweujQVV5haVF1_0060
${DATA_ROOT}/clips/705494_fZcxLszRnIHxmVQp_0051.wav,bonafide,hi-en,705494,mucs2021,none,clean,eval,705494_fZcxLszRnIHxmVQp_0051
${DATA_ROOT}/clips/142970_DP5j8CLDeL6HHHSX_0065.wav,bonafide,hi-en,142970,mucs2021,none,clean,eval,142970_DP5j8CLDeL6HHHSX_0065
${DATA_ROOT}/clips/106718_vE1rhq3ojNKZvQNv_0096.wav,bonafide,hi-en,106718,mucs2021,none,clean,eval,106718_vE1rhq3ojNKZvQNv_0096
${DATA_ROOT}/clips/870582_crdH0AI5aH25bEXe_0060.wav,bonafide,hi-en,870582,mucs2021,none,clean,eval,870582_crdH0AI5aH25bEXe_0060
${DATA_ROOT}/clips/142970_DP5j8CLDeL6HHHSX_0066.wav,bonafide,hi-en,142970,mucs2021,none,clean,eval,142970_DP5j8CLDeL6HHHSX_0066
${DATA_ROOT}/clips/705494_fZcxLszRnIHxmVQp_0052.wav,bonafide,hi-en,705494,mucs2021,none,clean,eval,705494_fZcxLszRnIHxmVQp_0052
${DATA_ROOT}/clips/975912_1eNS3GaW1oHHurL4_0037.wav,bonafide,hi-en,975912,mucs2021,none,clean,eval,975912_1eNS3GaW1oHHurL4_0037
${DATA_ROOT}/clips/106718_vE1rhq3ojNKZvQNv_0097.wav,bonafide,hi-en,106718,mucs2021,none,clean,eval,106718_vE1rhq3ojNKZvQNv_0097
${DATA_ROOT}/clips/142970_DP5j8CLDeL6HHHSX_0067.wav,bonafide,hi-en,142970,mucs2021,none,clean,eval,142970_DP5j8CLDeL6HHHSX_0067
${DATA_ROOT}/clips/177570_jSNK2zDaIvyZsMZp_0102.wav,bonafide,hi-en,177570,mucs2021,none,clean,eval,177570_jSNK2zDaIvyZsMZp_0102
${DATA_ROOT}/clips/445718_H6Z2BkcyVtiuiN7A_0078.wav,bonafide,hi-en,445718,mucs2021,none,clean,eval,445718_H6Z2BkcyVtiuiN7A_0078
${DATA_ROOT}/clips/541304_cyhxRWI0LoKYZvcw_0063.wav,bonafide,hi-en,541304,mucs2021,none,clean,eval,541304_cyhxRWI0LoKYZvcw_0063
${DATA_ROOT}/clips/634568_jCgweujQVV5haVF1_0061.wav,bonafide,hi-en,634568,mucs2021,none,clean,eval,634568_jCgweujQVV5haVF1_0061
${DATA_ROOT}/clips/177570_jSNK2zDaIvyZsMZp_0103.wav,bonafide,hi-en,177570,mucs2021,none,clean,eval,177570_jSNK2zDaIvyZsMZp_0103
${DATA_ROOT}/clips/322882_XTscbPr78nzuHhuu_0070.wav,bonafide,hi-en,322882,mucs2021,none,clean,eval,322882_XTscbPr78nzuHhuu_0070
${DATA_ROOT}/clips/539354_C3MtnFEDrRkWHSvJ_0062.wav,bonafide,hi-en,539354,mucs2021,none,clean,eval,539354_C3MtnFEDrRkWHSvJ_0062
${DATA_ROOT}/clips/106718_vE1rhq3ojNKZvQNv_0098.wav,bonafide,hi-en,106718,mucs2021,none,clean,eval,106718_vE1rhq3ojNKZvQNv_0098
${DATA_ROOT}/clips/186783_LFpbaXkb8HuQ6DnF_0048.wav,bonafide,hi-en,186783,mucs2021,none,clean,eval,186783_LFpbaXkb8HuQ6DnF_0048
${DATA_ROOT}/clips/584991_1ijxO93RTIJh2Rzv_0079.wav,bonafide,hi-en,584991,mucs2021,none,clean,eval,584991_1ijxO93RTIJh2Rzv_0079
${DATA_ROOT}/clips/106718_vE1rhq3ojNKZvQNv_0099.wav,bonafide,hi-en,106718,mucs2021,none,clean,eval,106718_vE1rhq3ojNKZvQNv_0099
${DATA_ROOT}/clips/445718_H6Z2BkcyVtiuiN7A_0079.wav,bonafide,hi-en,445718,mucs2021,none,clean,eval,445718_H6Z2BkcyVtiuiN7A_0079
${DATA_ROOT}/clips/987461_LSRBJiHdUoHm4BTI_0039.wav,bonafide,hi-en,987461,mucs2021,none,clean,eval,987461_LSRBJiHdUoHm4BTI_0039
${DATA_ROOT}/clips/186783_LFpbaXkb8HuQ6DnF_0049.wav,bonafide,hi-en,186783,mucs2021,none,clean,eval,186783_LFpbaXkb8HuQ6DnF_0049
${DATA_ROOT}/clips/106718_vE1rhq3ojNKZvQNv_0100.wav,bonafide,hi-en,106718,mucs2021,none,clean,eval,106718_vE1rhq3ojNKZvQNv_0100
${DATA_ROOT}/clips/996368_n4ACC4gnqW0IM1wW_0065.wav,bonafide,hi-en,996368,mucs2021,none,clean,eval,996368_n4ACC4gnqW0IM1wW_0065
${DATA_ROOT}/clips/177570_jSNK2zDaIvyZsMZp_0104.wav,bonafide,hi-en,177570,mucs2021,none,clean,eval,177570_jSNK2zDaIvyZsMZp_0104
${DATA_ROOT}/clips/850754_wOTMMvC3WQ5YQRAF_0061.wav,bonafide,hi-en,850754,mucs2021,none,clean,eval,850754_wOTMMvC3WQ5YQRAF_0061
${DATA_ROOT}/clips/912184_V11NDc0lxudGbWQU_0050.wav,bonafide,hi-en,912184,mucs2021,none,clean,eval,912184_V11NDc0lxudGbWQU_0050
${DATA_ROOT}/clips/912184_V11NDc0lxudGbWQU_0051.wav,bonafide,hi-en,912184,mucs2021,none,clean,eval,912184_V11NDc0lxudGbWQU_0051
${DATA_ROOT}/clips/142970_DP5j8CLDeL6HHHSX_0068.wav,bonafide,hi-en,142970,mucs2021,none,clean,eval,142970_DP5j8CLDeL6HHHSX_0068
${DATA_ROOT}/clips/893273_8xh3ZKpPy5YhAnKX_0044.wav,bonafide,hi-en,893273,mucs2021,none,clean,eval,893273_8xh3ZKpPy5YhAnKX_0044
${DATA_ROOT}/clips/539354_C3MtnFEDrRkWHSvJ_0063.wav,bonafide,hi-en,539354,mucs2021,none,clean,eval,539354_C3MtnFEDrRkWHSvJ_0063
${DATA_ROOT}/clips/539354_C3MtnFEDrRkWHSvJ_0064.wav,bonafide,hi-en,539354,mucs2021,none,clean,eval,539354_C3MtnFEDrRkWHSvJ_0064
${DATA_ROOT}/clips/106718_vE1rhq3ojNKZvQNv_0101.wav,bonafide,hi-en,106718,mucs2021,none,clean,eval,106718_vE1rhq3ojNKZvQNv_0101
${DATA_ROOT}/clips/893273_8xh3ZKpPy5YhAnKX_0045.wav,bonafide,hi-en,893273,mucs2021,none,clean,eval,893273_8xh3ZKpPy5YhAnKX_0045
${DATA_ROOT}/clips/413057_aKSsdMqkPfUWyYeS_0053.wav,bonafide,hi-en,413057,mucs2021,none,clean,eval,413057_aKSsdMqkPfUWyYeS_0053
${DATA_ROOT}/clips/870582_crdH0AI5aH25bEXe_0061.wav,bonafide,hi-en,870582,mucs2021,none,clean,eval,870582_crdH0AI5aH25bEXe_0061
${DATA_ROOT}/clips/457295_WgzliDtK6Htff0g2_0120.wav,bonafide,hi-en,457295,mucs2021,none,clean,eval,457295_WgzliDtK6Htff0g2_0120
${DATA_ROOT}/clips/539354_C3MtnFEDrRkWHSvJ_0065.wav,bonafide,hi-en,539354,mucs2021,none,clean,eval,539354_C3MtnFEDrRkWHSvJ_0065
${DATA_ROOT}/clips/797767_TRInoJRJxAX3qv5C_0050.wav,bonafide,hi-en,797767,mucs2021,none,clean,eval,797767_TRInoJRJxAX3qv5C_0050
${DATA_ROOT}/clips/987461_LSRBJiHdUoHm4BTI_0040.wav,bonafide,hi-en,987461,mucs2021,none,clean,eval,987461_LSRBJiHdUoHm4BTI_0040
${DATA_ROOT}/clips/541304_cyhxRWI0LoKYZvcw_0064.wav,bonafide,hi-en,541304,mucs2021,none,clean,eval,541304_cyhxRWI0LoKYZvcw_0064
${DATA_ROOT}/clips/634568_jCgweujQVV5haVF1_0062.wav,bonafide,hi-en,634568,mucs2021,none,clean,eval,634568_jCgweujQVV5haVF1_0062
${DATA_ROOT}/clips/413057_aKSsdMqkPfUWyYeS_0054.wav,bonafide,hi-en,413057,mucs2021,none,clean,eval,413057_aKSsdMqkPfUWyYeS_0054
${DATA_ROOT}/clips/177570_jSNK2zDaIvyZsMZp_0105.wav,bonafide,hi-en,177570,mucs2021,none,clean,eval,177570_jSNK2zDaIvyZsMZp_0105
${DATA_ROOT}/clips/142970_DP5j8CLDeL6HHHSX_0069.wav,bonafide,hi-en,142970,mucs2021,none,clean,eval,142970_DP5j8CLDeL6HHHSX_0069
${DATA_ROOT}/clips/870582_crdH0AI5aH25bEXe_0062.wav,bonafide,hi-en,870582,mucs2021,none,clean,eval,870582_crdH0AI5aH25bEXe_0062
${DATA_ROOT}/clips/850754_wOTMMvC3WQ5YQRAF_0062.wav,bonafide,hi-en,850754,mucs2021,none,clean,eval,850754_wOTMMvC3WQ5YQRAF_0062
${DATA_ROOT}/clips/445718_H6Z2BkcyVtiuiN7A_0080.wav,bonafide,hi-en,445718,mucs2021,none,clean,eval,445718_H6Z2BkcyVtiuiN7A_0080
${DATA_ROOT}/clips/142970_DP5j8CLDeL6HHHSX_0070.wav,bonafide,hi-en,142970,mucs2021,none,clean,eval,142970_DP5j8CLDeL6HHHSX_0070
${DATA_ROOT}/clips/445718_H6Z2BkcyVtiuiN7A_0081.wav,bonafide,hi-en,445718,mucs2021,none,clean,eval,445718_H6Z2BkcyVtiuiN7A_0081
${DATA_ROOT}/clips/445718_H6Z2BkcyVtiuiN7A_0082.wav,bonafide,hi-en,445718,mucs2021,none,clean,eval,445718_H6Z2BkcyVtiuiN7A_0082
${DATA_ROOT}/clips/705494_fZcxLszRnIHxmVQp_0053.wav,bonafide,hi-en,705494,mucs2021,none,clean,eval,705494_fZcxLszRnIHxmVQp_0053
${DATA_ROOT}/clips/987461_LSRBJiHdUoHm4BTI_0041.wav,bonafide,hi-en,987461,mucs2021,none,clean,eval,987461_LSRBJiHdUoHm4BTI_0041
${DATA_ROOT}/clips/975912_1eNS3GaW1oHHurL4_0038.wav,bonafide,hi-en,975912,mucs2021,none,clean,eval,975912_1eNS3GaW1oHHurL4_0038
${DATA_ROOT}/clips/797767_TRInoJRJxAX3qv5C_0051.wav,bonafide,hi-en,797767,mucs2021,none,clean,eval,797767_TRInoJRJxAX3qv5C_0051
${DATA_ROOT}/clips/106718_vE1rhq3ojNKZvQNv_0102.wav,bonafide,hi-en,106718,mucs2021,none,clean,eval,106718_vE1rhq3ojNKZvQNv_0102
${DATA_ROOT}/clips/903756_K3X6AGezGWAoDe1q_0071.wav,bonafide,hi-en,903756,mucs2021,none,clean,eval,903756_K3X6AGezGWAoDe1q_0071
${DATA_ROOT}/clips/850754_wOTMMvC3WQ5YQRAF_0063.wav,bonafide,hi-en,850754,mucs2021,none,clean,eval,850754_wOTMMvC3WQ5YQRAF_0063
${DATA_ROOT}/clips/106718_vE1rhq3ojNKZvQNv_0103.wav,bonafide,hi-en,106718,mucs2021,none,clean,eval,106718_vE1rhq3ojNKZvQNv_0103
${DATA_ROOT}/clips/539354_C3MtnFEDrRkWHSvJ_0066.wav,bonafide,hi-en,539354,mucs2021,none,clean,eval,539354_C3MtnFEDrRkWHSvJ_0066
${DATA_ROOT}/clips/457295_WgzliDtK6Htff0g2_0121.wav,bonafide,hi-en,457295,mucs2021,none,clean,eval,457295_WgzliDtK6Htff0g2_0121
${DATA_ROOT}/clips/322882_XTscbPr78nzuHhuu_0071.wav,bonafide,hi-en,322882,mucs2021,none,clean,eval,322882_XTscbPr78nzuHhuu_0071
${DATA_ROOT}/clips/912184_V11NDc0lxudGbWQU_0052.wav,bonafide,hi-en,912184,mucs2021,none,clean,eval,912184_V11NDc0lxudGbWQU_0052
${DATA_ROOT}/clips/186783_LFpbaXkb8HuQ6DnF_0050.wav,bonafide,hi-en,186783,mucs2021,none,clean,eval,186783_LFpbaXkb8HuQ6DnF_0050
${DATA_ROOT}/clips/457295_WgzliDtK6Htff0g2_0122.wav,bonafide,hi-en,457295,mucs2021,none,clean,eval,457295_WgzliDtK6Htff0g2_0122
${DATA_ROOT}/clips/541304_cyhxRWI0LoKYZvcw_0065.wav,bonafide,hi-en,541304,mucs2021,none,clean,eval,541304_cyhxRWI0LoKYZvcw_0065
${DATA_ROOT}/clips/903756_K3X6AGezGWAoDe1q_0072.wav,bonafide,hi-en,903756,mucs2021,none,clean,eval,903756_K3X6AGezGWAoDe1q_0072
${DATA_ROOT}/clips/205240_F4KjmwYhWvnpSE0m_0028.wav,bonafide,hi-en,205240,mucs2021,none,clean,eval,205240_F4KjmwYhWvnpSE0m_0028
${DATA_ROOT}/clips/457295_WgzliDtK6Htff0g2_0123.wav,bonafide,hi-en,457295,mucs2021,none,clean,eval,457295_WgzliDtK6Htff0g2_0123
${DATA_ROOT}/clips/705494_fZcxLszRnIHxmVQp_0054.wav,bonafide,hi-en,705494,mucs2021,none,clean,eval,705494_fZcxLszRnIHxmVQp_0054
${DATA_ROOT}/clips/457295_WgzliDtK6Htff0g2_0124.wav,bonafide,hi-en,457295,mucs2021,none,clean,eval,457295_WgzliDtK6Htff0g2_0124
${DATA_ROOT}/clips/541304_cyhxRWI0LoKYZvcw_0066.wav,bonafide,hi-en,541304,mucs2021,none,clean,eval,541304_cyhxRWI0LoKYZvcw_0066
${DATA_ROOT}/clips/413057_aKSsdMqkPfUWyYeS_0055.wav,bonafide,hi-en,413057,mucs2021,none,clean,eval,413057_aKSsdMqkPfUWyYeS_0055
${DATA_ROOT}/clips/996368_n4ACC4gnqW0IM1wW_0066.wav,bonafide,hi-en,996368,mucs2021,none,clean,eval,996368_n4ACC4gnqW0IM1wW_0066
${DATA_ROOT}/clips/177570_jSNK2zDaIvyZsMZp_0106.wav,bonafide,hi-en,177570,mucs2021,none,clean,eval,177570_jSNK2zDaIvyZsMZp_0106
${DATA_ROOT}/clips/903756_K3X6AGezGWAoDe1q_0073.wav,bonafide,hi-en,903756,mucs2021,none,clean,eval,903756_K3X6AGezGWAoDe1q_0073
${DATA_ROOT}/clips/870582_crdH0AI5aH25bEXe_0063.wav,bonafide,hi-en,870582,mucs2021,none,clean,eval,870582_crdH0AI5aH25bEXe_0063
${DATA_ROOT}/clips/142970_DP5j8CLDeL6HHHSX_0071.wav,bonafide,hi-en,142970,mucs2021,none,clean,eval,142970_DP5j8CLDeL6HHHSX_0071
${DATA_ROOT}/clips/705494_fZcxLszRnIHxmVQp_0055.wav,bonafide,hi-en,705494,mucs2021,none,clean,eval,705494_fZcxLszRnIHxmVQp_0055
${DATA_ROOT}/clips/205240_F4KjmwYhWvnpSE0m_0029.wav,bonafide,hi-en,205240,mucs2021,none,clean,eval,205240_F4KjmwYhWvnpSE0m_0029
${DATA_ROOT}/clips/893273_8xh3ZKpPy5YhAnKX_0046.wav,bonafide,hi-en,893273,mucs2021,none,clean,eval,893273_8xh3ZKpPy5YhAnKX_0046
${DATA_ROOT}/clips/106718_vE1rhq3ojNKZvQNv_0104.wav,bonafide,hi-en,106718,mucs2021,none,clean,eval,106718_vE1rhq3ojNKZvQNv_0104
${DATA_ROOT}/clips/539226_vZGSoJPH1tbvsyCa_0025.wav,bonafide,hi-en,539226,mucs2021,none,clean,eval,539226_vZGSoJPH1tbvsyCa_0025
${DATA_ROOT}/clips/457295_WgzliDtK6Htff0g2_0125.wav,bonafide,hi-en,457295,mucs2021,none,clean,eval,457295_WgzliDtK6Htff0g2_0125
${DATA_ROOT}/clips/445718_H6Z2BkcyVtiuiN7A_0083.wav,bonafide,hi-en,445718,mucs2021,none,clean,eval,445718_H6Z2BkcyVtiuiN7A_0083
${DATA_ROOT}/clips/445718_H6Z2BkcyVtiuiN7A_0084.wav,bonafide,hi-en,445718,mucs2021,none,clean,eval,445718_H6Z2BkcyVtiuiN7A_0084
${DATA_ROOT}/clips/445718_H6Z2BkcyVtiuiN7A_0085.wav,bonafide,hi-en,445718,mucs2021,none,clean,eval,445718_H6Z2BkcyVtiuiN7A_0085
${DATA_ROOT}/clips/539354_C3MtnFEDrRkWHSvJ_0067.wav,bonafide,hi-en,539354,mucs2021,none,clean,eval,539354_C3MtnFEDrRkWHSvJ_0067
${DATA_ROOT}/clips/876898_RyQSvr4r4iAMTYXq_0062.wav,bonafide,hi-en,876898,mucs2021,none,clean,eval,876898_RyQSvr4r4iAMTYXq_0062
${DATA_ROOT}/clips/445718_H6Z2BkcyVtiuiN7A_0086.wav,bonafide,hi-en,445718,mucs2021,none,clean,eval,445718_H6Z2BkcyVtiuiN7A_0086
${DATA_ROOT}/clips/177570_jSNK2zDaIvyZsMZp_0107.wav,bonafide,hi-en,177570,mucs2021,none,clean,eval,177570_jSNK2zDaIvyZsMZp_0107
${DATA_ROOT}/clips/541304_cyhxRWI0LoKYZvcw_0067.wav,bonafide,hi-en,541304,mucs2021,none,clean,eval,541304_cyhxRWI0LoKYZvcw_0067
${DATA_ROOT}/clips/457295_WgzliDtK6Htff0g2_0126.wav,bonafide,hi-en,457295,mucs2021,none,clean,eval,457295_WgzliDtK6Htff0g2_0126
${DATA_ROOT}/clips/106718_vE1rhq3ojNKZvQNv_0105.wav,bonafide,hi-en,106718,mucs2021,none,clean,eval,106718_vE1rhq3ojNKZvQNv_0105
${DATA_ROOT}/clips/539354_C3MtnFEDrRkWHSvJ_0068.wav,bonafide,hi-en,539354,mucs2021,none,clean,eval,539354_C3MtnFEDrRkWHSvJ_0068
${DATA_ROOT}/clips/106718_vE1rhq3ojNKZvQNv_0106.wav,bonafide,hi-en,106718,mucs2021,none,clean,eval,106718_vE1rhq3ojNKZvQNv_0106
${DATA_ROOT}/clips/142970_DP5j8CLDeL6HHHSX_0072.wav,bonafide,hi-en,142970,mucs2021,none,clean,eval,142970_DP5j8CLDeL6HHHSX_0072
${DATA_ROOT}/clips/996368_n4ACC4gnqW0IM1wW_0067.wav,bonafide,hi-en,996368,mucs2021,none,clean,eval,996368_n4ACC4gnqW0IM1wW_0067
${DATA_ROOT}/clips/912184_V11NDc0lxudGbWQU_0053.wav,bonafide,hi-en,912184,mucs2021,none,clean,eval,912184_V11NDc0lxudGbWQU_0053
${DATA_ROOT}/clips/797767_TRInoJRJxAX3qv5C_0052.wav,bonafide,hi-en,797767,mucs2021,none,clean,eval,797767_TRInoJRJxAX3qv5C_0052
${DATA_ROOT}/clips/445718_H6Z2BkcyVtiuiN7A_0087.wav,bonafide,hi-en,445718,mucs2021,none,clean,eval,445718_H6Z2BkcyVtiuiN7A_0087
${DATA_ROOT}/clips/539354_C3MtnFEDrRkWHSvJ_0069.wav,bonafide,hi-en,539354,mucs2021,none,clean,eval,539354_C3MtnFEDrRkWHSvJ_0069
${DATA_ROOT}/clips/634568_jCgweujQVV5haVF1_0063.wav,bonafide,hi-en,634568,mucs2021,none,clean,eval,634568_jCgweujQVV5haVF1_0063
${DATA_ROOT}/clips/876898_RyQSvr4r4iAMTYXq_0063.wav,bonafide,hi-en,876898,mucs2021,none,clean,eval,876898_RyQSvr4r4iAMTYXq_0063
${DATA_ROOT}/clips/186783_LFpbaXkb8HuQ6DnF_0051.wav,bonafide,hi-en,186783,mucs2021,none,clean,eval,186783_LFpbaXkb8HuQ6DnF_0051
${DATA_ROOT}/clips/142970_DP5j8CLDeL6HHHSX_0073.wav,bonafide,hi-en,142970,mucs2021,none,clean,eval,142970_DP5j8CLDeL6HHHSX_0073
${DATA_ROOT}/clips/186783_LFpbaXkb8HuQ6DnF_0052.wav,bonafide,hi-en,186783,mucs2021,none,clean,eval,186783_LFpbaXkb8HuQ6DnF_0052
${DATA_ROOT}/clips/912184_V11NDc0lxudGbWQU_0054.wav,bonafide,hi-en,912184,mucs2021,none,clean,eval,912184_V11NDc0lxudGbWQU_0054
${DATA_ROOT}/clips/413057_aKSsdMqkPfUWyYeS_0056.wav,bonafide,hi-en,413057,mucs2021,none,clean,eval,413057_aKSsdMqkPfUWyYeS_0056
${DATA_ROOT}/clips/445718_H6Z2BkcyVtiuiN7A_0088.wav,bonafide,hi-en,445718,mucs2021,none,clean,eval,445718_H6Z2BkcyVtiuiN7A_0088
${DATA_ROOT}/clips/870582_crdH0AI5aH25bEXe_0064.wav,bonafide,hi-en,870582,mucs2021,none,clean,eval,870582_crdH0AI5aH25bEXe_0064
${DATA_ROOT}/clips/457295_WgzliDtK6Htff0g2_0127.wav,bonafide,hi-en,457295,mucs2021,none,clean,eval,457295_WgzliDtK6Htff0g2_0127
${DATA_ROOT}/clips/539354_C3MtnFEDrRkWHSvJ_0070.wav,bonafide,hi-en,539354,mucs2021,none,clean,eval,539354_C3MtnFEDrRkWHSvJ_0070
${DATA_ROOT}/clips/322882_XTscbPr78nzuHhuu_0072.wav,bonafide,hi-en,322882,mucs2021,none,clean,eval,322882_XTscbPr78nzuHhuu_0072
${DATA_ROOT}/clips/177570_jSNK2zDaIvyZsMZp_0108.wav,bonafide,hi-en,177570,mucs2021,none,clean,eval,177570_jSNK2zDaIvyZsMZp_0108
${DATA_ROOT}/clips/457295_WgzliDtK6Htff0g2_0128.wav,bonafide,hi-en,457295,mucs2021,none,clean,eval,457295_WgzliDtK6Htff0g2_0128
${DATA_ROOT}/clips/584991_1ijxO93RTIJh2Rzv_0080.wav,bonafide,hi-en,584991,mucs2021,none,clean,eval,584991_1ijxO93RTIJh2Rzv_0080
${DATA_ROOT}/clips/539226_vZGSoJPH1tbvsyCa_0026.wav,bonafide,hi-en,539226,mucs2021,none,clean,eval,539226_vZGSoJPH1tbvsyCa_0026
${DATA_ROOT}/clips/870582_crdH0AI5aH25bEXe_0065.wav,bonafide,hi-en,870582,mucs2021,none,clean,eval,870582_crdH0AI5aH25bEXe_0065
${DATA_ROOT}/clips/106718_vE1rhq3ojNKZvQNv_0107.wav,bonafide,hi-en,106718,mucs2021,none,clean,eval,106718_vE1rhq3ojNKZvQNv_0107
${DATA_ROOT}/clips/912184_V11NDc0lxudGbWQU_0055.wav,bonafide,hi-en,912184,mucs2021,none,clean,eval,912184_V11NDc0lxudGbWQU_0055
${DATA_ROOT}/clips/413057_aKSsdMqkPfUWyYeS_0057.wav,bonafide,hi-en,413057,mucs2021,none,clean,eval,413057_aKSsdMqkPfUWyYeS_0057
${DATA_ROOT}/clips/142970_DP5j8CLDeL6HHHSX_0074.wav,bonafide,hi-en,142970,mucs2021,none,clean,eval,142970_DP5j8CLDeL6HHHSX_0074
${DATA_ROOT}/clips/893273_8xh3ZKpPy5YhAnKX_0047.wav,bonafide,hi-en,893273,mucs2021,none,clean,eval,893273_8xh3ZKpPy5YhAnKX_0047
${DATA_ROOT}/clips/106718_vE1rhq3ojNKZvQNv_0108.wav,bonafide,hi-en,106718,mucs2021,none,clean,eval,106718_vE1rhq3ojNKZvQNv_0108
${DATA_ROOT}/clips/876898_RyQSvr4r4iAMTYXq_0064.wav,bonafide,hi-en,876898,mucs2021,none,clean,eval,876898_RyQSvr4r4iAMTYXq_0064
${DATA_ROOT}/clips/177570_jSNK2zDaIvyZsMZp_0109.wav,bonafide,hi-en,177570,mucs2021,none,clean,eval,177570_jSNK2zDaIvyZsMZp_0109
${DATA_ROOT}/clips/876898_RyQSvr4r4iAMTYXq_0065.wav,bonafide,hi-en,876898,mucs2021,none,clean,eval,876898_RyQSvr4r4iAMTYXq_0065
${DATA_ROOT}/clips/903756_K3X6AGezGWAoDe1q_0074.wav,bonafide,hi-en,903756,mucs2021,none,clean,eval,903756_K3X6AGezGWAoDe1q_0074
${DATA_ROOT}/clips/322882_XTscbPr78nzuHhuu_0073.wav,bonafide,hi-en,322882,mucs2021,none,clean,eval,322882_XTscbPr78nzuHhuu_0073
${DATA_ROOT}/clips/987461_LSRBJiHdUoHm4BTI_0042.wav,bonafide,hi-en,987461,mucs2021,none,clean,eval,987461_LSRBJiHdUoHm4BTI_0042
${DATA_ROOT}/clips/797767_TRInoJRJxAX3qv5C_0053.wav,bonafide,hi-en,797767,mucs2021,none,clean,eval,797767_TRInoJRJxAX3qv5C_0053
${DATA_ROOT}/clips/705494_fZcxLszRnIHxmVQp_0056.wav,bonafide,hi-en,705494,mucs2021,none,clean,eval,705494_fZcxLszRnIHxmVQp_0056
${DATA_ROOT}/clips/322882_XTscbPr78nzuHhuu_0074.wav,bonafide,hi-en,322882,mucs2021,none,clean,eval,322882_XTscbPr78nzuHhuu_0074
${DATA_ROOT}/clips/903756_K3X6AGezGWAoDe1q_0075.wav,bonafide,hi-en,903756,mucs2021,none,clean,eval,903756_K3X6AGezGWAoDe1q_0075
${DATA_ROOT}/clips/870582_crdH0AI5aH25bEXe_0066.wav,bonafide,hi-en,870582,mucs2021,none,clean,eval,870582_crdH0AI5aH25bEXe_0066
${DATA_ROOT}/clips/876898_RyQSvr4r4iAMTYXq_0066.wav,bonafide,hi-en,876898,mucs2021,none,clean,eval,876898_RyQSvr4r4iAMTYXq_0066
${DATA_ROOT}/clips/445718_H6Z2BkcyVtiuiN7A_0089.wav,bonafide,hi-en,445718,mucs2021,none,clean,eval,445718_H6Z2BkcyVtiuiN7A_0089
${DATA_ROOT}/clips/142970_DP5j8CLDeL6HHHSX_0075.wav,bonafide,hi-en,142970,mucs2021,none,clean,eval,142970_DP5j8CLDeL6HHHSX_0075
${DATA_ROOT}/clips/870582_crdH0AI5aH25bEXe_0067.wav,bonafide,hi-en,870582,mucs2021,none,clean,eval,870582_crdH0AI5aH25bEXe_0067
${DATA_ROOT}/clips/457295_WgzliDtK6Htff0g2_0129.wav,bonafide,hi-en,457295,mucs2021,none,clean,eval,457295_WgzliDtK6Htff0g2_0129
${DATA_ROOT}/clips/876898_RyQSvr4r4iAMTYXq_0067.wav,bonafide,hi-en,876898,mucs2021,none,clean,eval,876898_RyQSvr4r4iAMTYXq_0067
${DATA_ROOT}/clips/142970_DP5j8CLDeL6HHHSX_0076.wav,bonafide,hi-en,142970,mucs2021,none,clean,eval,142970_DP5j8CLDeL6HHHSX_0076
${DATA_ROOT}/clips/705494_fZcxLszRnIHxmVQp_0057.wav,bonafide,hi-en,705494,mucs2021,none,clean,eval,705494_fZcxLszRnIHxmVQp_0057
${DATA_ROOT}/clips/322882_XTscbPr78nzuHhuu_0075.wav,bonafide,hi-en,322882,mucs2021,none,clean,eval,322882_XTscbPr78nzuHhuu_0075
${DATA_ROOT}/clips/893273_8xh3ZKpPy5YhAnKX_0048.wav,bonafide,hi-en,893273,mucs2021,none,clean,eval,893273_8xh3ZKpPy5YhAnKX_0048
${DATA_ROOT}/clips/177570_jSNK2zDaIvyZsMZp_0110.wav,bonafide,hi-en,177570,mucs2021,none,clean,eval,177570_jSNK2zDaIvyZsMZp_0110
${DATA_ROOT}/clips/876898_RyQSvr4r4iAMTYXq_0068.wav,bonafide,hi-en,876898,mucs2021,none,clean,eval,876898_RyQSvr4r4iAMTYXq_0068
${DATA_ROOT}/clips/445718_H6Z2BkcyVtiuiN7A_0090.wav,bonafide,hi-en,445718,mucs2021,none,clean,eval,445718_H6Z2BkcyVtiuiN7A_0090
${DATA_ROOT}/clips/106718_vE1rhq3ojNKZvQNv_0109.wav,bonafide,hi-en,106718,mucs2021,none,clean,eval,106718_vE1rhq3ojNKZvQNv_0109
${DATA_ROOT}/clips/584991_1ijxO93RTIJh2Rzv_0081.wav,bonafide,hi-en,584991,mucs2021,none,clean,eval,584991_1ijxO93RTIJh2Rzv_0081
${DATA_ROOT}/clips/876898_RyQSvr4r4iAMTYXq_0069.wav,bonafide,hi-en,876898,mucs2021,none,clean,eval,876898_RyQSvr4r4iAMTYXq_0069
${DATA_ROOT}/clips/177570_jSNK2zDaIvyZsMZp_0111.wav,bonafide,hi-en,177570,mucs2021,none,clean,eval,177570_jSNK2zDaIvyZsMZp_0111
${DATA_ROOT}/clips/539354_C3MtnFEDrRkWHSvJ_0071.wav,bonafide,hi-en,539354,mucs2021,none,clean,eval,539354_C3MtnFEDrRkWHSvJ_0071
