job_id,target_speaker,source_speaker,pool,source_utt_id,source_wav,start_seconds,end_seconds,duration_seconds,transcript,language,tool,output_path,seed
758,106718,457295,train,457295_WgzliDtK6Htff0g2_0052,${DATA_ROOT}/raw/mucs2021/train/WgzliDtK6Htff0g2.wav,235.0,241.0,6.0,अब box को drag करें और इसे पेज के दाएँ कोने में नीचे रखें,hi,rvc,rvc_106718_00758.wav,4958
759,106718,539226,train,539226_vZGSoJPH1tbvsyCa_0003,${DATA_ROOT}/raw/mucs2021/train/vZGSoJPH1tbvsyCa.wav,24.0,33.0,9.0,देखते हैं यदि मैं लॉगिन कर सकता हूँ लिखते हैं username alex है और मेरा पासवर्ड वह पासवर्ड जो मैंने इस्तेमाल किया था,hi,rvc,rvc_106718_00759.wav,4959
760,106718,539354,train,539354_C3MtnFEDrRkWHSvJ_0043,${DATA_ROOT}/raw/mucs2021/train/C3MtnFEDrRkWHSvJ.wav,274.0,282.0,8.0,यदि यह खाली छोड़ दिया गया है तो सभी बाउंस messages ऊपर दिए गए email id पर जाएंगे,hi,rvc,rvc_106718_00760.wav,4960
761,106718,541304,train,541304_cyhxRWI0LoKYZvcw_0044,${DATA_ROOT}/raw/mucs2021/train/cyhxRWI0LoKYZvcw.wav,326.0,335.0,9.0,यह भी ध्यान दें कि हम background window में एक orange background में books table देख सकते हैं,hi,rvc,rvc_106718_00761.wav,4961
762,106718,584991,train,584991_1ijxO93RTIJh2Rzv_0043,${DATA_ROOT}/raw/mucs2021/train/1ijxO93RTIJh2Rzv.wav,232.0,237.0,5.0,add सीखते हैं कि इस प्रस्तुति में अन्य डिजाइन एलिमेन्ट्स कैसे जोड़ें,hi,rvc,rvc_106718_00762.wav,4962
763,106718,634568,train,634568_jCgweujQVV5haVF1_0046,${DATA_ROOT}/raw/mucs2021/train/jCgweujQVV5haVF1.wav,245.0,252.0,7.0,fill dropdown पर click करें और color पर click करें अब blue 7 चुनें,hi,rvc,rvc_106718_00763.wav,4963
764,106718,705494,train,705494_fZcxLszRnIHxmVQp_0043,${DATA_ROOT}/raw/mucs2021/train/fZcxLszRnIHxmVQp.wav,248.0,252.0,4.0,dialog box को बंद करने के लिए ok पर click करें,hi,rvc,rvc_106718_00764.wav,4964
765,106718,797767,train,797767_TRInoJRJxAX3qv5C_0042,${DATA_ROOT}/raw/mucs2021/train/TRInoJRJxAX3qv5C.wav,290.0,293.0,3.0,hyperlink dialog प्रदर्शित होता है,hi,rvc,rvc_106718_00765.wav,4965
766,106718,850754,train,850754_wOTMMvC3WQ5YQRAF_0045,${DATA_ROOT}/raw/mucs2021/train/wOTMMvC3WQ5YQRAF.wav,361.0,369.0,8.0,अब ok button पर click करें हम देखते हैं कि हमारी वर्त्तमान sheet के बाद now sheet जुडी है,hi,rvc,rvc_106718_00766.wav,4966
767,106718,870582,train,870582_crdH0AI5aH25bEXe_0049,${DATA_ROOT}/raw/mucs2021/train/crdH0AI5aH25bEXe.wav,254.0,266.0,12.0,किन्तु पीछे ब्राउज़ पर जाकर और नीचे स्क्रोल करके हम देख सकते हैं चलिए इनमें से 1 को डिलीट कर देते हैं हम देख सकते हैं कि जो डेटा मैंने अभी विनिर्दिष्ट किया वह डेटाबेस में रख दिया गया है,hi,rvc,rvc_106718_00767.wav,4967
768,106718,876898,train,876898_RyQSvr4r4iAMTYXq_0043,${DATA_ROOT}/raw/mucs2021/train/RyQSvr4r4iAMTYXq.wav,256.0,261.0,5.0,calc text के multiple lines को फॉर्मेट करने के लिए विविध options प्रदान करता है,hi,rvc,rvc_106718_00768.wav,4968
769,106718,893273,train,893273_8xh3ZKpPy5YhAnKX_0047,${DATA_ROOT}/raw/mucs2021/train/8xh3ZKpPy5YhAnKX.wav,222.0,227.0,5.0,अब अक्षर टाइप करें जो गिरने वाली मछली का हिस्सा नहीं है क्या होता है,hi,rvc,rvc_106718_00769.wav,4969
770,106718,903756,train,903756_K3X6AGezGWAoDe1q_0049,${DATA_ROOT}/raw/mucs2021/train/K3X6AGezGWAoDe1q.wav,362.0,372.0,10.0,अतः members table और memberid column को जोड़ने के लिए इस्तेमाल किये गये दूसरे जोड़ पर ध्यान दीजिये,hi,rvc,rvc_106718_00770.wav,4970
771,106718,912184,train,912184_V11NDc0lxudGbWQU_0044,${DATA_ROOT}/raw/mucs2021/train/V11NDc0lxudGbWQU.wav,308.0,311.0,3.0,जन्मतिथि से लेकर gender मेरी id से मेरा firstname और lastname तक,hi,rvc,rvc_106718_00771.wav,4971
772,106718,975912,train,975912_1eNS3GaW1oHHurL4_0043,${DATA_ROOT}/raw/mucs2021/train/1eNS3GaW1oHHurL4.wav,298.0,309.0,11.0,यदि मैं मेरे हॉटमेल और ईमेल पर आता हूँ और मेरे इनबॉक्स पर क्लिक करता हूँ आप देख सकते हैं कि हमें अभी admin @ phpacademy dot com से एक मेल मिला है,hi,rvc,rvc_106718_00772.wav,4972
773,106718,987461,train,987461_LSRBJiHdUoHm4BTI_0049,${DATA_ROOT}/raw/mucs2021/train/LSRBJiHdUoHm4BTI.wav,453.0,465.0,12.0,मैं हमेशा की तरह फिर से लॉगिन करूँगा और जल्दी से मेरा पासवर्ड बदल दूँगा मैं सही से अपने पुराने पासवर्ड को डालूँगा और मेरे दोनों नये पासवर्ड के लिए क्रमरहित टेक्स्ट डालूँगा,hi,rvc,rvc_106718_00773.wav,4973
774,106718,996368,train,996368_n4ACC4gnqW0IM1wW_0042,${DATA_ROOT}/raw/mucs2021/train/n4ACC4gnqW0IM1wW.wav,299.0,307.0,8.0,ध्यान दें कि आप अपने mrcडेटा के अनुसार अपने koha interface पर अलग वैल्यू देखेंगे,hi,rvc,rvc_106718_00774.wav,4974
775,106718,142970,train,142970_DP5j8CLDeL6HHHSX_0047,${DATA_ROOT}/raw/mucs2021/train/DP5j8CLDeL6HHHSX.wav,262.0,266.0,4.0,अरै अभी अरै को एको कर रहे हैं,hi,rvc,rvc_106718_00775.wav,4975
776,106718,177570,train,177570_jSNK2zDaIvyZsMZp_0049,${DATA_ROOT}/raw/mucs2021/train/jSNK2zDaIvyZsMZp.wav,221.0,226.0,5.0,9 से बड़ा एक argument लिखने के लिए हमें curly brackets प्रयोग करने की ज़रुरत है,hi,rvc,rvc_106718_00776.wav,4976
777,106718,186783,train,186783_LFpbaXkb8HuQ6DnF_0048,${DATA_ROOT}/raw/mucs2021/train/LFpbaXkb8HuQ6DnF.wav,382.0,387.0,5.0,आप देखेंगे कि टेक्स्ट डिलीट हो गया है जिस बदलाव को समीक्षक ने सुझाया है,hi,rvc,rvc_106718_00777.wav,4977
778,106718,205240,train,205240_F4KjmwYhWvnpSE0m_0005,${DATA_ROOT}/raw/mucs2021/train/F4KjmwYhWvnpSE0m.wav,36.0,44.0,8.0,यह  update है  अतः मैं  update users लिख रहा हूँ जो आप देख सकते हैं कि हमारी टेबल है – अतः अपनी users टेबल को अपडेट करने के लिए,hi,rvc,rvc_106718_00778.wav,4978
779,106718,322882,train,322882_XTscbPr78nzuHhuu_0047,${DATA_ROOT}/raw/mucs2021/train/XTscbPr78nzuHhuu.wav,320.0,328.0,8.0,लिबर ऑफिस writer में printing के बारे में सीखने से पहले चलिए page preview के बारे में कुछ सीखते हैं,hi,rvc,rvc_106718_00779.wav,4979
780,106718,413057,train,413057_aKSsdMqkPfUWyYeS_0043,${DATA_ROOT}/raw/mucs2021/train/aKSsdMqkPfUWyYeS.wav,295.0,299.0,4.0,बायीं तरफ document option चुनें,hi,rvc,rvc_106718_00780.wav,4980
781,106718,445718,train,445718_H6Z2BkcyVtiuiN7A_0045,${DATA_ROOT}/raw/mucs2021/train/H6Z2BkcyVtiuiN7A.wav,297.0,305.0,8.0,अब sum product और quotient functions कैसे sum करते हैं यह जाँचने के लिए कुछ operations करते हैं,hi,rvc,rvc_106718_00781.wav,4981
782,106718,457295,train,457295_WgzliDtK6Htff0g2_0053,${DATA_ROOT}/raw/mucs2021/train/WgzliDtK6Htff0g2.wav,241.0,247.0,6.0,number box को आसानी से स्थानांतरित करने के लिए number box चुनें और shift की दबाएँ,hi,rvc,rvc_106718_00782.wav,4982
783,106718,539226,train,539226_vZGSoJPH1tbvsyCa_0004,${DATA_ROOT}/raw/mucs2021/train/vZGSoJPH1tbvsyCa.wav,33.0,37.0,4.0,मैं देख सकता हूँ कि जब मैं login पर क्लिक करता हूँ फिर से incorrect password,hi,rvc,rvc_106718_00783.wav,4983
784,106718,539354,train,539354_C3MtnFEDrRkWHSvJ_0044,${DATA_ROOT}/raw/mucs2021/train/C3MtnFEDrRkWHSvJ.wav,282.0,288.0,6.0,तो मूल रूप से तीन अलगअलग email ids का उपयोग किया जा सकता है,hi,rvc,rvc_106718_00784.wav,4984
785,106718,541304,train,541304_cyhxRWI0LoKYZvcw_0045,${DATA_ROOT}/raw/mucs2021/train/cyhxRWI0LoKYZvcw.wav,335.0,344.0,9.0,arrangement of the main form नामक label के नीचे चार icons पर click करें,hi,rvc,rvc_106718_00785.wav,4985
786,106718,584991,train,584991_1ijxO93RTIJh2Rzv_0044,${DATA_ROOT}/raw/mucs2021/train/1ijxO93RTIJh2Rzv.wav,237.0,241.0,4.0,उदाहरणस्वरूप आप अपनी प्रस्तुति में एक logo जोड़ सकते हैं,hi,rvc,rvc_106718_00786.wav,4986
787,106718,634568,train,634568_jCgweujQVV5haVF1_0047,${DATA_ROOT}/raw/mucs2021/train/jCgweujQVV5haVF1.wav,252.0,258.0,6.0,यह formatting और logo default रूप से सभी बनाये गये notes के लिए होंगे,hi,rvc,rvc_106718_00787.wav,4987
788,106718,705494,train,705494_fZcxLszRnIHxmVQp_0044,${DATA_ROOT}/raw/mucs2021/train/fZcxLszRnIHxmVQp.wav,252.0,257.0,5.0,जिसे आपने जोड़ा है उस animation का निरीक्षण करने के लिए play button पर click करें,hi,rvc,rvc_106718_00788.wav,4988
789,106718,797767,train,797767_TRInoJRJxAX3qv5C_0043,${DATA_ROOT}/raw/mucs2021/train/TRInoJRJxAX3qv5C.wav,293.0,297.0,4.0,बायीं तरफ document option चुनें,hi,rvc,rvc_106718_00789.wav,4989
790,106718,850754,train,850754_wOTMMvC3WQ5YQRAF_0046,${DATA_ROOT}/raw/mucs2021/train/wOTMMvC3WQ5YQRAF.wav,369.0,379.0,10.0,एक अन्य तरीका नई sheet जोड़ने का यह है कि calc window के बाएं ओर नीचे वर्त्तमान sheet टैब पर right क्लिक करें insert sheet option पर क्लिक करें,hi,rvc,rvc_106718_00790.wav,4990
791,106718,870582,train,870582_crdH0AI5aH25bEXe_0050,${DATA_ROOT}/raw/mucs2021/train/crdH0AI5aH25bEXe.wav,266.0,273.0,7.0,वास्तव में मैंने क्या किया है कि मैंने वर्तमान तिथि के रूप में मेरी जन्म तिथि को रख दिया जो मैं नहीं करना चाहता था,hi,rvc,rvc_106718_00791.wav,4991
792,106718,876898,train,876898_RyQSvr4r4iAMTYXq_0044,${DATA_ROOT}/raw/mucs2021/train/RyQSvr4r4iAMTYXq.wav,261.0,265.0,4.0,पहला automatic wrapping का उपयोग करके,hi,rvc,rvc_106718_00792.wav,4992
793,106718,893273,train,893273_8xh3ZKpPy5YhAnKX_0048,${DATA_ROOT}/raw/mucs2021/train/8xh3ZKpPy5YhAnKX.wav,227.0,232.0,5.0,अक्षर वैसे ही सफेद रहते हैं जो संकेत करते हैं कि आपको उन्हें सही तरीके से टाइप करने की आवश्यकता है,hi,rvc,rvc_106718_00793.wav,4993
794,106718,903756,train,903756_K3X6AGezGWAoDe1q_0051,${DATA_ROOT}/raw/mucs2021/train/K3X6AGezGWAoDe1q.wav,374.0,380.0,6.0,यहाँ member names पुस्तकों के साथ हैं जो उन्हें जारी की गयी हैं,hi,rvc,rvc_106718_00794.wav,4994
795,106718,912184,train,912184_V11NDc0lxudGbWQU_0045,${DATA_ROOT}/raw/mucs2021/train/V11NDc0lxudGbWQU.wav,311.0,319.0,8.0,अतः हम समझ चुके हैं कि यह इस समय केवल एक ही रिकार्डअभिलेखचुनेगा अतः हमें id से ऑर्डर करने की आवश्यकता नहीं है,hi,rvc,rvc_106718_00795.wav,4995
796,106718,975912,train,975912_1eNS3GaW1oHHurL4_0044,${DATA_ROOT}/raw/mucs2021/train/1eNS3GaW1oHHurL4.wav,309.0,317.0,8.0,यदि हम इस पर क्लिक करते हैं हमें अपनी सब्जेक्ट लाइन में email from phpacademy मिलता है जिसे हमने यहाँ सेट किया है,hi,rvc,rvc_106718_00796.wav,4996
797,106718,987461,train,987461_LSRBJiHdUoHm4BTI_0050,${DATA_ROOT}/raw/mucs2021/train/LSRBJiHdUoHm4BTI.wav,465.0,469.0,4.0,आप देख सकते हैं कि मेरे दोनों नये पासवर्ड्स का मिलान नहीं हो रहा है,hi,rvc,rvc_106718_00797.wav,4997
798,106718,996368,train,996368_n4ACC4gnqW0IM1wW_0043,${DATA_ROOT}/raw/mucs2021/train/n4ACC4gnqW0IM1wW.wav,307.0,318.0,11.0,इस पेज पर शीर्षक के ऊपर आप दो ऑप्शन्स देखेंगे,hi,rvc,rvc_106718_00798.wav,4998
799,106718,142970,train,142970_DP5j8CLDeL6HHHSX_0048,${DATA_ROOT}/raw/mucs2021/train/DP5j8CLDeL6HHHSX.wav,266.0,270.0,4.0,आप स्पष्ट रूप से देख सकते हैं कि मैंने सिर्फ एक अरै को एको किया है,hi,rvc,rvc_106718_00799.wav,4999
800,106718,177570,train,177570_jSNK2zDaIvyZsMZp_0050,${DATA_ROOT}/raw/mucs2021/train/jSNK2zDaIvyZsMZp.wav,226.0,233.0,7.0,अन्यथा bash केवल ten s place यानी दहाई स्थान के integer का argument लेगा,hi,rvc,rvc_106718_00800.wav,5000
801,106718,186783,train,186783_LFpbaXkb8HuQ6DnF_0049,${DATA_ROOT}/raw/mucs2021/train/LFpbaXkb8HuQ6DnF.wav,387.0,394.0,7.0,प्रविष्ट टेक्स्ट needs पर राइट क्लिक करें और accept change चुनें,hi,rvc,rvc_106718_00801.wav,5001
802,106718,205240,train,205240_F4KjmwYhWvnpSE0m_0006,${DATA_ROOT}/raw/mucs2021/train/F4KjmwYhWvnpSE0m.wav,44.0,51.0,7.0,मैं set password equal to new password लिखूँगा,hi,rvc,rvc_106718_00802.wav,5002
803,106718,322882,train,322882_XTscbPr78nzuHhuu_0048,${DATA_ROOT}/raw/mucs2021/train/XTscbPr78nzuHhuu.wav,328.0,332.0,4.0,file पर click करें और page preview को प्वॉइंट करें,hi,rvc,rvc_106718_00803.wav,5003
804,106718,413057,train,413057_aKSsdMqkPfUWyYeS_0044,${DATA_ROOT}/raw/mucs2021/train/aKSsdMqkPfUWyYeS.wav,299.0,304.0,5.0,dialog box में target in document icon पर click करें,hi,rvc,rvc_106718_00804.wav,5004
805,106718,445718,train,445718_H6Z2BkcyVtiuiN7A_0046,${DATA_ROOT}/raw/mucs2021/train/H6Z2BkcyVtiuiN7A.wav,305.0,308.0,3.0,सबसे पहले sheet 3 चुनें,hi,rvc,rvc_106718_00805.wav,5005
806,106718,457295,train,457295_WgzliDtK6Htff0g2_0054,${DATA_ROOT}/raw/mucs2021/train/WgzliDtK6Htff0g2.wav,247.0,251.0,4.0,अब इसे आगे नीचे बढ़ाएँ,hi,rvc,rvc_106718_00806.wav,5006
807,106718,539226,train,539226_vZGSoJPH1tbvsyCa_0005,${DATA_ROOT}/raw/mucs2021/train/vZGSoJPH1tbvsyCa.wav,37.0,40.0,3.0,इसका यह मतलब नहीं है कि मेरा यूज़रनेम नहीं मिला,hi,rvc,rvc_106718_00807.wav,5007
808,106718,539354,train,539354_C3MtnFEDrRkWHSvJ_0047,${DATA_ROOT}/raw/mucs2021/train/C3MtnFEDrRkWHSvJ.wav,292.0,295.0,3.0,returnpath,hi,rvc,rvc_106718_00808.wav,5008
809,106718,541304,train,541304_cyhxRWI0LoKYZvcw_0046,${DATA_ROOT}/raw/mucs2021/train/cyhxRWI0LoKYZvcw.wav,344.0,357.0,13.0,जैसे ही हम click कर रहे हैं हम देख रहे हैं कि labels और टाइटल रचयिता आदि नामक text boxes की व्यवस्था बदल रही है,hi,rvc,rvc_106718_00809.wav,5009
810,106718,584991,train,584991_1ijxO93RTIJh2Rzv_0045,${DATA_ROOT}/raw/mucs2021/train/1ijxO93RTIJh2Rzv.wav,241.0,246.0,5.0,अपनी screen के नीचे basic shapes toolbar को देखें,hi,rvc,rvc_106718_00810.wav,5010
811,106718,634568,train,634568_jCgweujQVV5haVF1_0049,${DATA_ROOT}/raw/mucs2021/train/jCgweujQVV5haVF1.wav,260.0,265.0,5.0,master view toolbar में close master view पर click करें,hi,rvc,rvc_106718_00811.wav,5011
812,106718,705494,train,705494_fZcxLszRnIHxmVQp_0045,${DATA_ROOT}/raw/mucs2021/train/fZcxLszRnIHxmVQp.wav,257.0,264.0,7.0,इस animation पर फिर से doubleclick करें effect options dialog box दिखाई देता है,hi,rvc,rvc_106718_00812.wav,5012
813,106718,797767,train,797767_TRInoJRJxAX3qv5C_0044,${DATA_ROOT}/raw/mucs2021/train/TRInoJRJxAX3qv5C.wav,297.0,302.0,5.0,dialog box में target in document icon पर click करें,hi,rvc,rvc_106718_00813.wav,5013
814,106718,850754,train,850754_wOTMMvC3WQ5YQRAF_0047,${DATA_ROOT}/raw/mucs2021/train/wOTMMvC3WQ5YQRAF.wav,379.0,391.0,12.0,आप स्थान शीट्स की संख्या name चुन सकते हैं और फिर ok button पर click करें परिणामस्वरूप यह sheets जोड़ेगा,hi,rvc,rvc_106718_00814.wav,5014
815,106718,870582,train,870582_crdH0AI5aH25bEXe_0051,${DATA_ROOT}/raw/mucs2021/train/crdH0AI5aH25bEXe.wav,273.0,279.0,6.0,मैं वर्तमान तिथि के रूप में मेरी जन्म तिथि नहीं चाहता हूँ क्योंकि मेरा जन्म आज नहीं हुआ,hi,rvc,rvc_106718_00815.wav,5015
816,106718,876898,train,876898_RyQSvr4r4iAMTYXq_0045,${DATA_ROOT}/raw/mucs2021/train/RyQSvr4r4iAMTYXq.wav,265.0,272.0,7.0,automatic wrapping उपयोगकर्ता को एक ही cell में text की multiple lines enter करने के लिए अनुमति देता है,hi,rvc,rvc_106718_00816.wav,5016
817,106718,893273,train,893273_8xh3ZKpPy5YhAnKX_0049,${DATA_ROOT}/raw/mucs2021/train/8xh3ZKpPy5YhAnKX.wav,232.0,235.0,3.0,जब तक आप चाहो तब तक खेल ज़ारी रख सकते हैं,hi,rvc,rvc_106718_00817.wav,5017
818,106718,903756,train,903756_K3X6AGezGWAoDe1q_0052,${DATA_ROOT}/raw/mucs2021/train/K3X6AGezGWAoDe1q.wav,380.0,386.0,6.0,अगला aggregates और grouping के बारे में सीखते हैं,hi,rvc,rvc_106718_00818.wav,5018
819,106718,912184,train,912184_V11NDc0lxudGbWQU_0046,${DATA_ROOT}/raw/mucs2021/train/V11NDc0lxudGbWQU.wav,319.0,324.0,5.0,लेकिन फिर भी मैं इसे ऐसे ही रखूँगा क्योंकि यहाँ केवल एक ही रिकार्डअभिलेख है,hi,rvc,rvc_106718_00819.wav,5019
820,106718,975912,train,975912_1eNS3GaW1oHHurL4_0045,${DATA_ROOT}/raw/mucs2021/train/1eNS3GaW1oHHurL4.wav,317.0,322.0,5.0,और हमारे पास ईमेल पता है जिसे मैंने निर्दिष्ट किया है,hi,rvc,rvc_106718_00820.wav,5020
821,106718,987461,train,987461_LSRBJiHdUoHm4BTI_0051,${DATA_ROOT}/raw/mucs2021/train/LSRBJiHdUoHm4BTI.wav,469.0,473.0,4.0,हमने इसे पहले से ही एको कर दिया हैअतः अब हम इसे डिलीट कर देते हैं,hi,rvc,rvc_106718_00821.wav,5021
822,106718,996368,train,996368_n4ACC4gnqW0IM1wW_0044,${DATA_ROOT}/raw/mucs2021/train/n4ACC4gnqW0IM1wW.wav,318.0,328.0,10.0,ध्यान दें कि मैं stage marc records पर क्लिक नहीं करूंगा क्योंकि मैंने पहले ही excel फाइल अर्थात testdata को इंपोर्ट किया है,hi,rvc,rvc_106718_00822.wav,5022
823,106718,142970,train,142970_DP5j8CLDeL6HHHSX_0049,${DATA_ROOT}/raw/mucs2021/train/DP5j8CLDeL6HHHSX.wav,270.0,275.0,5.0,हम यह कह सकते हैं कि यह अरै पर सेट किया है क्योंकि यह हमने अपने अरै के बुनियादी ट्यूटोरियल में सीखा था,hi,rvc,rvc_106718_00823.wav,5023
824,106718,177570,train,177570_jSNK2zDaIvyZsMZp_0051,${DATA_ROOT}/raw/mucs2021/train/jSNK2zDaIvyZsMZp.wav,233.0,237.0,4.0,और आप अपेक्षित output प्राप्त नहीं करेंगे,hi,rvc,rvc_106718_00824.wav,5024
825,106718,186783,train,186783_LFpbaXkb8HuQ6DnF_0050,${DATA_ROOT}/raw/mucs2021/train/LFpbaXkb8HuQ6DnF.wav,394.0,399.0,5.0,आप देखेंगे कि टेक्स्ट सामान्य हो गया है जिस बदलाव को समीक्षक ने सुझाया है,hi,rvc,rvc_106718_00825.wav,5025
826,106718,205240,train,205240_F4KjmwYhWvnpSE0m_0007,${DATA_ROOT}/raw/mucs2021/train/F4KjmwYhWvnpSE0m.wav,51.0,56.0,5.0,सुनिश्चित कर लें कि मैं यहाँ उद्धरणचिह्नों का इस्तेमाल करूँ,hi,rvc,rvc_106718_00826.wav,5026
827,106718,322882,train,322882_XTscbPr78nzuHhuu_0049,${DATA_ROOT}/raw/mucs2021/train/XTscbPr78nzuHhuu.wav,332.0,338.0,6.0,page preview bar दिखता है जब आप पेज प्रिव्यू mode में वर्तमान document देखते हैं,hi,rvc,rvc_106718_00827.wav,5027
828,106718,413057,train,413057_aKSsdMqkPfUWyYeS_0045,${DATA_ROOT}/raw/mucs2021/train/aKSsdMqkPfUWyYeS.wav,304.0,308.0,4.0,एक नया target in document dialog प्रदर्शित होता है,hi,rvc,rvc_106718_00828.wav,5028
829,106718,445718,train,445718_H6Z2BkcyVtiuiN7A_0047,${DATA_ROOT}/raw/mucs2021/train/H6Z2BkcyVtiuiN7A.wav,308.0,319.0,11.0,b1 b2 और b3 से उल्लिखित सेलों के अंदर 50 100 और 150 की संख्या क्रमशः प्रविष्ट करें,hi,rvc,rvc_106718_00829.wav,5029
830,106718,457295,train,457295_WgzliDtK6Htff0g2_0055,${DATA_ROOT}/raw/mucs2021/train/WgzliDtK6Htff0g2.wav,251.0,257.0,6.0,यदि अगला number इस draw file के दूसरे पेज पर प्रविष्ट हो चुका है तो इसे जाँच लें,hi,rvc,rvc_106718_00830.wav,5030
831,106718,539226,train,539226_vZGSoJPH1tbvsyCa_0006,${DATA_ROOT}/raw/mucs2021/train/vZGSoJPH1tbvsyCa.wav,40.0,50.0,10.0,मैं username में यह टाइप करता हूँ और मेरा पासवर्ड टाइप करता हूँ यह दर्शाएगा that user doesnt exists!,hi,rvc,rvc_106718_00831.wav,5031
832,106718,539354,train,539354_C3MtnFEDrRkWHSvJ_0048,${DATA_ROOT}/raw/mucs2021/train/C3MtnFEDrRkWHSvJ.wav,295.0,304.0,9.0,हालांकि यदि केवल एक email id प्रदान किया जाता है तो default रूप से koha इसे सभी तीन fields के लिए उपयोग करेगा,hi,rvc,rvc_106718_00832.wav,5032
833,106718,541304,train,541304_cyhxRWI0LoKYZvcw_0047,${DATA_ROOT}/raw/mucs2021/train/cyhxRWI0LoKYZvcw.wav,357.0,368.0,11.0,columnar – labels left नामक पहले क्रम arrangement का उपयोग करें और पहले icon पर click करें,hi,rvc,rvc_106718_00833.wav,5033
834,106718,584991,train,584991_1ijxO93RTIJh2Rzv_0046,${DATA_ROOT}/raw/mucs2021/train/1ijxO93RTIJh2Rzv.wav,246.0,256.0,10.0,आप इसका उपयोग विभिन्न बुनियादी आकार बनाने के लिए कर सकते हैं जैसे वृत्त समचतुर्भुज squares आयत त्रिकोण और अंडाकार वृत्त,hi,rvc,rvc_106718_00834.wav,5034
835,106718,634568,train,634568_jCgweujQVV5haVF1_0050,${DATA_ROOT}/raw/mucs2021/train/jCgweujQVV5haVF1.wav,265.0,269.0,4.0,मुख्य main में notes टैब पर click करें,hi,rvc,rvc_106718_00835.wav,5035
836,106718,705494,train,705494_fZcxLszRnIHxmVQp_0047,${DATA_ROOT}/raw/mucs2021/train/fZcxLszRnIHxmVQp.wav,266.0,279.0,13.0,delay field में delay को 10 sec तक बढाएँ इसमें animation शुरूआत के प्रभाव एक सैकंड के बाद हैं ok पर click करें,hi,rvc,rvc_106718_00836.wav,5036
837,106718,797767,train,797767_TRInoJRJxAX3qv5C_0045,${DATA_ROOT}/raw/mucs2021/train/TRInoJRJxAX3qv5C.wav,302.0,306.0,4.0,एक नया target in document dialog प्रदर्शित होता है,hi,rvc,rvc_106718_00837.wav,5037
838,106718,850754,train,850754_wOTMMvC3WQ5YQRAF_0048,${DATA_ROOT}/raw/mucs2021/train/wOTMMvC3WQ5YQRAF.wav,391.0,403.0,12.0,एक अन्य सरल तरीका वर्त्तमान sheet के बाद नई sheet जोड़ने का यह है कि sheet टैब के बाद दिए गए add sheet button पर क्लिक करें जिसे plus + चिन्ह द्वारा बताया गया है,hi,rvc,rvc_106718_00838.wav,5038
839,106718,870582,train,870582_crdH0AI5aH25bEXe_0052,${DATA_ROOT}/raw/mucs2021/train/crdH0AI5aH25bEXe.wav,279.0,283.0,4.0,मेरा firstname ठीक है मेरा lastname ठीक है मेरा gender सही है,hi,rvc,rvc_106718_00839.wav,5039
840,106718,876898,train,876898_RyQSvr4r4iAMTYXq_0046,${DATA_ROOT}/raw/mucs2021/train/RyQSvr4r4iAMTYXq.wav,272.0,275.0,3.0,अतः देखते हैं कि यह कैसे कार्यान्वित होता है,hi,rvc,rvc_106718_00840.wav,5040
841,106718,893273,train,893273_8xh3ZKpPy5YhAnKX_0050,${DATA_ROOT}/raw/mucs2021/train/8xh3ZKpPy5YhAnKX.wav,235.0,240.0,5.0,गेम्स मेन्यू में वापस जाने के लिए escape बटन दो बार दबाएँ,hi,rvc,rvc_106718_00841.wav,5041
842,106718,903756,train,903756_K3X6AGezGWAoDe1q_0053,${DATA_ROOT}/raw/mucs2021/train/K3X6AGezGWAoDe1q.wav,386.0,391.0,5.0,how librarry के सभी सदस्यों की गिनती कैसे प्राप्त कर सकते हैं,hi,rvc,rvc_106718_00842.wav,5042
843,106718,912184,train,912184_V11NDc0lxudGbWQU_0047,${DATA_ROOT}/raw/mucs2021/train/V11NDc0lxudGbWQU.wav,324.0,327.0,3.0,ऑर्डरorder करना कोई विषय नहीं हैअतः हम इसे अभी इसी तरह से छोड़ सकते हैं,hi,rvc,rvc_106718_00843.wav,5043
844,106718,975912,train,975912_1eNS3GaW1oHHurL4_0046,${DATA_ROOT}/raw/mucs2021/train/1eNS3GaW1oHHurL4.wav,322.0,327.0,5.0,आप इसे इसी तरह ऐलेक्स से या phpacademy से रख सकते हैं,hi,rvc,rvc_106718_00844.wav,5044
845,106718,987461,train,987461_LSRBJiHdUoHm4BTI_0052,${DATA_ROOT}/raw/mucs2021/train/LSRBJiHdUoHm4BTI.wav,473.0,478.0,5.0,अतः मानते हैं कि मेरे पासवर्ड का मिलान हो रहा है मैं इस सक्सेस मेसेज को डिलीट करता हूँ,hi,rvc,rvc_106718_00845.wav,5045
846,106718,996368,train,996368_n4ACC4gnqW0IM1wW_0045,${DATA_ROOT}/raw/mucs2021/train/n4ACC4gnqW0IM1wW.wav,328.0,338.0,10.0,यदि आपको किसी अन्य फाइल को इंपोर्ट करने की आवश्यकता है तो stage marc records पर क्लिक करें और जैसा कि पहले उल्लेख किया गया चरणों का पालन करें,hi,rvc,rvc_106718_00846.wav,5046
