job_id,cell,speaker,pool,reference_wav,transcript,transcript_source,script_class,language,tool,output_path,seed
695,adaptation_hi,433148,adaptation,refs/433148.wav,ab command cd se home directory men vaapas jaaen,अब command cd से home directory में वापस जाएँ,mixed,hi,xtts_v2,outputs/xtts_v2_433148_00695.wav,7695
696,adaptation_hi,491095,adaptation,refs/491095.wav,ek directory banaane ke lie ham mkdir command kaa prayog karte hain,एक directory बनाने के लिए हम mkdir command का प्रयोग करते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_491095_00696.wav,7696
697,adaptation_hi,702146,adaptation,refs/702146.wav,aapko command tathaa directory kaa name jo banaanee hai use type karnaa hai aur current directory men ek directory banaaee jaaegee,आपको command तथा directory का name जो बनानी है उसे type करना है और current directory में एक directory बनाई जाएगी,mixed,hi,xtts_v2,outputs/xtts_v2_702146_00697.wav,7697
698,adaptation_hi,707034,adaptation,refs/707034.wav,testdir named directory banaane ke lie command prompt par mkdir space testdir yah command type karen aur enter dabaayen,testdir named directory बनाने के लिए command प्रोम्प्ट पर mkdir space testdir यह command type करें और enter दबायें,mixed,hi,xtts_v2,outputs/xtts_v2_707034_00698.wav,7698
699,adaptation_hi,804882,adaptation,refs/804882.wav,dhyaan den ki directory saphaltaapoorvak banee hai yaa hatee hai iskee koee spasht soochnaa naheen miltee hai,ध्यान दें कि directory सफलतापूर्वक बनी है या हटी है इसकी कोई स्पष्ट सूचना नहीं मिलती है,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_804882_00699.wav,7699
700,adaptation_hi,901681,adaptation,refs/901681.wav,yadi aapko koee error message naheen miltaa to iskaa matlab hai ki theek se nishpaadan huaa hai,यदि आपको कोई error message नहीं मिलता तो इसका मतलब है कि ठीक से निष्पादन हुआ है,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_901681_00700.wav,7700
701,adaptation_hi,126393,adaptation,refs/126393.wav,yah prakriyaa ekaadhik directories yaa directories kaa anukram banaane ke lie prayog kar sakte hain,यह प्रक्रिया एकाधिक directories या directories का अनुक्रम बनाने के लिए प्रयोग कर सकते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_126393_00701.wav,7701
702,adaptation_hi,201350,adaptation,refs/201350.wav,mkdir kee tarah rmdir ek aur command hai jo directory yaa directories ko hataane ke lie prayog kee jaatee hai,mkdir की तरह rmdir एक और command है जो directory या directories को हटाने के लिए प्रयोग की जाती है,mixed,hi,xtts_v2,outputs/xtts_v2_201350_00702.wav,7702
703,adaptation_hi,342352,adaptation,refs/342352.wav,chalie ham testdir directory ko hataane kee koshish karte hain rmdir space testdir command taaip karke enter dabaayen,चलिए हम testdir directory को हटाने की कोशिश करते हैं rmdir space testdir command टाइप करके enter दबायें,mixed,hi,xtts_v2,outputs/xtts_v2_342352_00703.wav,7703
704,adaptation_hi,350956,adaptation,refs/350956.wav,to hamen us directory par jaanaa hai jo padaanukram se testdir directory ke oopar hai,तो हमें उस directory पर जाना है जो पदानुक्रम से testdir directory के ऊपर है,mixed,hi,xtts_v2,outputs/xtts_v2_350956_00704.wav,7704
705,adaptation_hi,433148,adaptation,refs/433148.wav,cd space dot dot type karen aur enter dabaayen,cd space dot dot type करें और enter दबायें,mixed,hi,xtts_v2,outputs/xtts_v2_433148_00705.wav,7705
706,adaptation_hi,491095,adaptation,refs/491095.wav,ab cd space dot dot yah command taaip karke parent directory par vaapas jaaen,अब cd space dot dot यह command टाइप करके parent directory पर वापस जाएँ,mixed,hi,xtts_v2,outputs/xtts_v2_491095_00706.wav,7706
707,adaptation_hi,702146,adaptation,refs/702146.wav,ab phir se pichhlee command kee koshish karte hain,अब फिर से पिछली command की कोशिश करते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_702146_00707.wav,7707
708,adaptation_hi,707034,adaptation,refs/707034.wav,type karen rmdir space testdir aur enter dabaayen,type करें rmdir space testdir और enter दबायें,mixed,hi,xtts_v2,outputs/xtts_v2_707034_00708.wav,7708
709,adaptation_hi,804882,adaptation,refs/804882.wav,testdir directory dileet ho gaee hai dhyaan the ki testdir directory khaalee bhee thee,testdir directory डिलीट हो गई है ध्यान the कि testdir directory खाली भी थी,mixed,hi,xtts_v2,outputs/xtts_v2_804882_00709.wav,7709
710,adaptation_hi,901681,adaptation,refs/901681.wav,dekhie ye ek error message see rahaa hai vah testtree directory ko hataa naheen sakte kyonki yah khaalee naheen hai,देखिए ये एक error message see रहा है वह testtree directory को हटा नहीं सकते क्योंकि यह खाली नहीं है,mixed,hi,xtts_v2,outputs/xtts_v2_901681_00710.wav,7710
711,adaptation_hi,126393,adaptation,refs/126393.wav,use check karne ke lie command prompt par cd space testtree type karen aur enter dabaayen,उसे check करने के लिए command prompt पर cd space testtree type करें और enter दबायें,mixed,hi,xtts_v2,outputs/xtts_v2_126393_00711.wav,7711
712,adaptation_hi,201350,adaptation,refs/201350.wav,adhik jaankaaree die gae link par uplabdh hai,अधिक जानकारी दिए गए link पर उपलब्ध है,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_201350_00712.wav,7712
713,adaptation_hi,342352,adaptation,refs/342352.wav,aaee aaee tee bombe kee taraph se main sakeenaa aap se vidaa letee hoon is tyootoriyal men shaamil hone ke lie dhanyavaad,आई आई टी बॉम्बे की तरफ से मैं सकीना आप से विदा लेती हूँ इस ट्यूटोरियल में शामिल होने के लिए धन्यवाद,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_342352_00713.wav,7713
714,adaptation_hi,350956,adaptation,refs/350956.wav,create a marc framework par spoken tutorial men aapkaa svaagat hai,create a marc framework पर spoken tutorial में आपका स्वागत है,mixed,hi,xtts_v2,outputs/xtts_v2_350956_00714.wav,7714
715,adaptation_hi,433148,adaptation,refs/433148.wav,is tutorial men ham koha men marc framework banaanaa seekhenge,इस tutorial में हम koha में marc framework बनाना सीखेंगे,mixed,hi,xtts_v2,outputs/xtts_v2_433148_00715.wav,7715
716,adaptation_hi,491095,adaptation,refs/491095.wav,is tutorial kaa anukran karne ke lie aapko library science kaa jnyaan honaa chaahie,इस tutorial का अनुकरण करने के लिए आपको library science का ज्ञान होना चाहिए,mixed,hi,xtts_v2,outputs/xtts_v2_491095_00716.wav,7716
717,adaptation_hi,702146,adaptation,refs/702146.wav,is tutorial kaa abhyaas karne ke lie aapke system par koha sansthaapit honaa chaahie,इस tutorial का अभ्यास करने के लिए आपके system पर koha संस्थापित होना चाहिए,mixed,hi,xtts_v2,outputs/xtts_v2_702146_00717.wav,7717
718,adaptation_hi,707034,adaptation,refs/707034.wav,yadi naheen to kripyaa is website par koha spoken tutorial kee shrrinkhalaa dekhen,यदि नहीं तो कृपया इस website पर koha spoken tutorial की श्रृंखला देखें,mixed,hi,xtts_v2,outputs/xtts_v2_707034_00718.wav,7718
719,adaptation_hi,804882,adaptation,refs/804882.wav,shuroo karne se pahle dhyaan den kiframeworks ko edit yaa dileet kiyaa jaa saktaa hai,शुरू करने से पहले ध्यान दें किframeworks को एडिट या डिलीट किया जा सकता है,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_804882_00719.wav,7719
720,adaptation_hi,901681,adaptation,refs/901681.wav,superlibrarian apne libraries kee aavashyaktaa ke anusaar apne svayan ke frameworks banaa sakte hain,superlibrarian अपने libraries की आवश्यकता के अनुसार अपने स्वयं के frameworks बना सकते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_901681_00720.wav,7720
721,adaptation_hi,126393,adaptation,refs/126393.wav,chalo shuroo karte hain main koha interface par jaatee hoon,चलो शुरू करते हैं मैं koha interface पर जाती हूँ,mixed,hi,xtts_v2,outputs/xtts_v2_126393_00721.wav,7721
722,adaptation_hi,201350,adaptation,refs/201350.wav,superlibrarian yoojarnem bella aur uske password se login karen,superlibrarian यूजरनेम bella और उसके password से login करें,mixed,hi,xtts_v2,outputs/xtts_v2_201350_00722.wav,7722
723,adaptation_hi,342352,adaptation,refs/342352.wav,ab ham koha interface superlibrarian bella men hain,अब हम koha interface superlibrarian bella में हैं,mostly_latin,hi,xtts_v2,outputs/xtts_v2_342352_00723.wav,7723
724,adaptation_hi,350956,adaptation,refs/350956.wav,catalog section men marc bibliographic framework par click karen,catalog section में marc bibliographic framework पर click करें,mostly_latin,hi,xtts_v2,outputs/xtts_v2_350956_00724.wav,7724
725,adaptation_hi,433148,adaptation,refs/433148.wav,vivran bharne ke lie ek nayaa pej khultaa hai,विवरण भरने के लिए एक नया पेज खुलता है,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_433148_00725.wav,7725
726,adaptation_hi,491095,adaptation,refs/491095.wav,framework code ke field men main bk type karungee,framework code के field में मैं bk type करुँगी,mixed,hi,xtts_v2,outputs/xtts_v2_491095_00726.wav,7726
727,adaptation_hi,702146,adaptation,refs/702146.wav,description ke lie main books type karungee,description के लिए मैं books type करुँगी,mixed,hi,xtts_v2,outputs/xtts_v2_702146_00727.wav,7727
728,adaptation_hi,707034,adaptation,refs/707034.wav,phir neeche submit button par click karen,फिर नीचे submit button पर click करें,mixed,hi,xtts_v2,outputs/xtts_v2_707034_00728.wav,7728
729,adaptation_hi,804882,adaptation,refs/804882.wav,khulne vaale nae pej par code bk par jaaen udaahran ke lie books,खुलने वाले नए पेज पर code bk पर जाएँ उदाहरण के लिए books,mixed,hi,xtts_v2,outputs/xtts_v2_804882_00729.wav,7729
730,adaptation_hi,901681,adaptation,refs/901681.wav,actions taib se marc structure par click karen,actions टैब से marc structure पर click करें,mixed,hi,xtts_v2,outputs/xtts_v2_901681_00730.wav,7730
731,adaptation_hi,126393,adaptation,refs/126393.wav,ek nayaa pej marc framework for books bk khultaa hai is taaital men yahaan ok batan par klik karen,एक नया पेज marc framework for books bk खुलता है इस टाइटल में यहाँ ok बटन पर क्लिक करें,mixed,hi,xtts_v2,outputs/xtts_v2_126393_00731.wav,7731
732,adaptation_hi,201350,adaptation,refs/201350.wav,samaan taaital marc framework for books bk ke saath ek aur pej khultaa hai,समान टाइटल marc framework for books bk के साथ एक और पेज खुलता है,mixed,hi,xtts_v2,outputs/xtts_v2_201350_00732.wav,7732
733,adaptation_hi,342352,adaptation,refs/342352.wav,haalaanki aap apnee screen par adhik sankhyaa men tags dekh sakte hain,हालांकि आप अपनी screen पर अधिक संख्या में tags देख सकते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_342352_00733.wav,7733
734,adaptation_hi,350956,adaptation,refs/350956.wav,dhyaan tag ki yahaan edit aur delete options tag hain,ध्यान tag कि यहाँ edit और delete options tag हैं,mixed,hi,xtts_v2,outputs/xtts_v2_350956_00734.wav,7734
735,adaptation_hi,433148,adaptation,refs/433148.wav,main dikhaaoongee ki inhen kaise dileet karnaa hai,मैं दिखाऊँगी कि इन्हें कैसे डिलीट करना है,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_433148_00735.wav,7735
736,adaptation_hi,491095,adaptation,refs/491095.wav,daaee or delete taib par klik kar karne par ek popap window at hai:,दाई ओर delete टैब पर क्लिक कर करने पर एक popअप window at है:,mixed,hi,xtts_v2,outputs/xtts_v2_491095_00736.wav,7736
737,adaptation_hi,702146,adaptation,refs/702146.wav,ek aur window tag deleted message ke saath dikhaaee detaa hai ok par click karen,एक और window tag deleted message के साथ दिखाई देता है ok पर click करें,mixed,hi,xtts_v2,outputs/xtts_v2_702146_00737.wav,7737
738,adaptation_hi,707034,adaptation,refs/707034.wav,marc framework for books bk pej phir se khultaa hai,marc framework for books bk पेज फिर से खुलता है,mixed,hi,xtts_v2,outputs/xtts_v2_707034_00738.wav,7738
739,adaptation_hi,804882,adaptation,refs/804882.wav,isee tarah kisee any tags ko dileet karen jo kisee vishesh item type se sambandhit na ho,इसी तरह किसी any tags को डिलीट करें जो किसी विशेष item type से संबंधित न हो,mixed,hi,xtts_v2,outputs/xtts_v2_804882_00739.wav,7739
740,adaptation_hi,901681,adaptation,refs/901681.wav,tags ko edit karne ke lie actions par jaaen aur edit option chunen,tags को edit करने के लिए actions पर जाएँ और edit option चुनें,mixed,hi,xtts_v2,outputs/xtts_v2_901681_00740.wav,7740
741,adaptation_hi,126393,adaptation,refs/126393.wav,nimnalikhit fields koha dvaaraa default roop se bhar chuke hain,निम्नलिखित fields koha द्वारा default रूप से भर चुके हैं,mixed,hi,xtts_v2,outputs/xtts_v2_126393_00741.wav,7741
742,adaptation_hi,201350,adaptation,refs/201350.wav,dhyaan the ki label for lib staff client men dikhaaee degaa label for opac opac ke marc vyoo men dikhaaee degaa,ध्यान the कि label for lib staff client में दिखाई देगा label for opac opac के marc व्यू में दिखाई देगा,mixed,hi,xtts_v2,outputs/xtts_v2_201350_00742.wav,7742
743,adaptation_hi,342352,adaptation,refs/342352.wav,apnee aavashyaktaa ke anusaar repeatable: chekboks ko check karen,अपनी आवश्यकता के अनुसार repeatable: चेकबॉक्स को check करें,mixed,hi,xtts_v2,outputs/xtts_v2_342352_00743.wav,7743
744,adaptation_hi,350956,adaptation,refs/350956.wav,koha default roop se mandatory ke lie chekboks ko check karegaa,koha default रूप से mandatory के लिए चेकबॉक्स को check करेगा,mixed,hi,xtts_v2,outputs/xtts_v2_350956_00744.wav,7744
745,adaptation_hi,433148,adaptation,refs/433148.wav,main repeatable chaikboks check karungee,मैं repeatable चैकबॉक्स check करुँगी,mixed,hi,xtts_v2,outputs/xtts_v2_433148_00745.wav,7745
746,adaptation_hi,491095,adaptation,refs/491095.wav,dhyaan den yadi aap repeatable par click karte hain tabfield ke paas cataloging men ek plus chihn hogaa,ध्यान दें यदि आप repeatable पर click करते हैं तबfield के पास cataloging में एक plus चिह्न होगा,mixed,hi,xtts_v2,outputs/xtts_v2_491095_00746.wav,7746
747,adaptation_hi,702146,adaptation,refs/702146.wav,sabhee vivran bharne ke baad save changes par click karen,सभी विवरण भरने के बाद save changes पर click करें,mixed,hi,xtts_v2,outputs/xtts_v2_702146_00747.wav,7747
748,adaptation_hi,707034,adaptation,refs/707034.wav,iske baad seekhte hain ki authority file ko kaise saksham karnaa hai,इसके बाद सीखते हैं कि authority file को कैसे सक्षम करना है,mixed,hi,xtts_v2,outputs/xtts_v2_707034_00748.wav,7748
749,adaptation_hi,804882,adaptation,refs/804882.wav,aur global system preferences par click karen,और global system preferences पर click करें,mostly_latin,hi,xtts_v2,outputs/xtts_v2_804882_00749.wav,7749
750,adaptation_hi,901681,adaptation,refs/901681.wav,baaeen or taib kee soochee se authorities par click karen,बाईं ओर टैब की सूची से authorities पर click करें,mixed,hi,xtts_v2,outputs/xtts_v2_901681_00750.wav,7750
751,adaptation_hi,126393,adaptation,refs/126393.wav,general section men value of preference badalnaa shuroo karen,general section में value of preference बदलना शुरू करें,mixed,hi,xtts_v2,outputs/xtts_v2_126393_00751.wav,7751
752,adaptation_hi,201350,adaptation,refs/201350.wav,authdisplayhierarchy ke lie dropdown se display chunen,authdisplayhierarchy के लिए dropdown से display चुनें,mostly_latin,hi,xtts_v2,outputs/xtts_v2_201350_00752.wav,7752
753,adaptation_hi,342352,adaptation,refs/342352.wav,autocreateauthorities ke lie generate chunen,autocreateauthorities के लिए generate चुनें,mostly_latin,hi,xtts_v2,outputs/xtts_v2_342352_00753.wav,7753
754,adaptation_hi,350956,adaptation,refs/350956.wav,biblioaddsauthorities ke lie allow chunen dontmerge ke lie do chunen,biblioaddsauthorities के लिए allow चुनें dontmerge के लिए do चुनें,mixed,hi,xtts_v2,outputs/xtts_v2_350956_00754.wav,7754
755,adaptation_hi,433148,adaptation,refs/433148.wav,useauthoritiesfortracings ke lie koha default roop se use chuntaa hai,useauthoritiesfortracings के लिए koha default रूप से use चुनता है,mixed,hi,xtts_v2,outputs/xtts_v2_433148_00755.wav,7755
756,adaptation_hi,491095,adaptation,refs/491095.wav,linker section men default values ko catalogmodulerelink ke lie barakraar rakhaa jaanaa chaahie,linker section में default values को catalogmodulerelink के लिए बरकरार रखा जाना चाहिए,mixed,hi,xtts_v2,outputs/xtts_v2_491095_00756.wav,7756
757,adaptation_hi,702146,adaptation,refs/702146.wav,ab save all authorities preferences par click karen,अब save all authorities preferences पर click करें,mostly_latin,hi,xtts_v2,outputs/xtts_v2_702146_00757.wav,7757
758,adaptation_hi,707034,adaptation,refs/707034.wav,ab aap koha ke superlibrarian account se logaaut kar sakte hain,अब आप koha के superlibrarian account से लॉगआउट कर सकते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_707034_00758.wav,7758
759,adaptation_hi,804882,adaptation,refs/804882.wav,aisaa karne ke lie oopree daaen kone par jaaen,ऐसा करने के लिए ऊपरी दाएँ कोने पर जाएँ,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_804882_00759.wav,7759
760,adaptation_hi,901681,adaptation,refs/901681.wav,spoken tutorial library par click karen aur dropdown se log out chunen,spoken tutorial library पर click करें और dropdown से log out चुनें,mostly_latin,hi,xtts_v2,outputs/xtts_v2_901681_00760.wav,7760
761,adaptation_hi,126393,adaptation,refs/126393.wav,yah marc framework ke lie aavashyak sabhee setup ko pooraa kartaa hai,यह marc framework के लिए आवश्यक सभी setup को पूरा करता है,mixed,hi,xtts_v2,outputs/xtts_v2_126393_00761.wav,7761
762,adaptation_hi,201350,adaptation,refs/201350.wav,sankshep men is tutorial men hamne koha men marc framework banaanaa seekhaa,संक्षेप में इस tutorial में हमने koha में marc framework बनाना सीखा,mixed,hi,xtts_v2,outputs/xtts_v2_201350_00762.wav,7762
763,adaptation_hi,342352,adaptation,refs/342352.wav,niyatkaary ke roop men serials ke lie ek nayaa marc framework banaaen,नियतकार्य के रूप में serials के लिए एक नया marc framework बनाएँ,mixed,hi,xtts_v2,outputs/xtts_v2_342352_00763.wav,7763
764,adaptation_hi,350956,adaptation,refs/350956.wav,nimnalikhit link par video spoken tutorial project ko saaraanshit kartaa hai kripyaa ise download karen aur dekhen,निम्नलिखित link पर video spoken tutorial project को सारांशित करता है कृपया इसे download करें और देखें,mixed,hi,xtts_v2,outputs/xtts_v2_350956_00764.wav,7764
765,adaptation_hi,433148,adaptation,refs/433148.wav,spoken tutorial project team kaaryashaalaaen aayojit kartee hai aur pramaan patr detee hai adhik jaankaaree ke lie kripyaa hamen likhen,spoken tutorial project team कार्यशालाएं आयोजित करती है और प्रमाण पत्र देती है अधिक जानकारी के लिए कृपया हमें लिखें,mixed,hi,xtts_v2,outputs/xtts_v2_433148_00765.wav,7765
766,adaptation_hi,491095,adaptation,refs/491095.wav,kripyaa timed ke saath apne prashn ko is forum men post karen,कृपया timed के साथ अपने प्रश्न को इस forum में post करें,mixed,hi,xtts_v2,outputs/xtts_v2_491095_00766.wav,7766
767,adaptation_hi,702146,adaptation,refs/702146.wav,yah tyootoriyal vikaas dvaaraa anuvaadit hai aaee aaee tee bombe se main jyoti solankee aapse vidaa letee hoon hamse judne ke lie dhanyavaad,यह ट्यूटोरियल विकास द्वारा अनुवादित है आई आई टी बॉम्बे से मैं ज्योति सोलंकी आपसे विदा लेती हूँ हमसे जुडने के लिए धन्यवाद,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_702146_00767.wav,7767
768,adaptation_hi,707034,adaptation,refs/707034.wav,libreoffice base par is spoken tutorial men aapkaa svaagat hai,libreoffice base पर इस spoken tutorial में आपका स्वागत है,mixed,hi,xtts_v2,outputs/xtts_v2_707034_00768.wav,7768
769,adaptation_hi,804882,adaptation,refs/804882.wav,baaen panel men tables icon par click karte hain,बाएं panel में tables icon पर click करते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_804882_00769.wav,7769
770,adaptation_hi,901681,adaptation,refs/901681.wav,daayen panel par ham table banaane ke teen tareeke dekh sakte hain,दायें panel पर हम table बनाने के तीन तरीके देख सकते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_901681_00770.wav,7770
771,adaptation_hi,126393,adaptation,refs/126393.wav,ham abhee create view vikalp ke saath jaaenge,हम अभी create view विकल्प के साथ जाएँगे,mixed,hi,xtts_v2,outputs/xtts_v2_126393_00771.wav,7771
772,adaptation_hi,201350,adaptation,refs/201350.wav,isse pahle views ke baare men seekhte hain view kyaa hai,इससे पहले views के बारे में सीखते हैं view क्या है,mixed,hi,xtts_v2,outputs/xtts_v2_201350_00772.wav,7772
773,adaptation_hi,342352,adaptation,refs/342352.wav,view table ke samaan hai kintu yah data naheen rakhtaa hai,view table के समान है किन्तु यह data नहीं रखता है,mixed,hi,xtts_v2,outputs/xtts_v2_342352_00773.wav,7773
774,adaptation_hi,350956,adaptation,refs/350956.wav,yah query abhivyakti kee tarah paribhaashit kiyaa gayaa hai joki keval tables yaa database ke any views se data praapt kartaa hai,यह query अभिव्यक्ति की तरह परिभाषित किया गया है जोकि केवल tables या database के अन्य views से data प्राप्त करता है,mixed,hi,xtts_v2,outputs/xtts_v2_350956_00774.wav,7774
775,adaptation_hi,433148,adaptation,refs/433148.wav,at: jab dekhte hain ismen table kee tarah data kee columns aur rows hotee hain,अत: जब देखते हैं इसमें table की तरह data की columns और rows होती हैं,mixed,hi,xtts_v2,outputs/xtts_v2_433148_00775.wav,7775
776,adaptation_hi,491095,adaptation,refs/491095.wav,seemit pahunch kee anumti dene ke lie views kaa istemaal kar sakte hain,सीमित पहुँच की अनुमति देने के लिए views का इस्तेमाल कर सकते हैं,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_491095_00776.wav,7776
777,adaptation_hi,702146,adaptation,refs/702146.wav,yaa antanirhit table columns aur table data kee sanrachnaa aur naamon ko chhipaa saktaa hai,या अंतनिर्हित table columns और table data की संरचना और नामों को छिपा सकता है,mixed,hi,xtts_v2,outputs/xtts_v2_702146_00777.wav,7777
778,adaptation_hi,707034,adaptation,refs/707034.wav,udaaharnasvarup ham ek saral vyoo banaa sakte hain jo library ke sabhee sadasyon ko soocheebaddh karegaa,उदाहरणस्वरुप हम एक सरल व्यू बना सकते हैं जो library के सभी सदस्यों को सूचीबद्ध करेगा,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_707034_00778.wav,7778
779,adaptation_hi,804882,adaptation,refs/804882.wav,aur gopneeytaa rakhne ke lie ham unke phone numbers chhor sakte hain,और गोपनीयता रखने के लिए हम उनके phone numbers छोड़ सकते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_804882_00779.wav,7779
780,adaptation_hi,901681,adaptation,refs/901681.wav,library database ke any upyogkartaaon ko view men pravesh kee anumti de sakte hain kintu members table men naheen,library database के अन्य उपयोगकर्ताओं को view में प्रवेश की अनुमति दे सकते हैं किन्तु members table में नहीं,mixed,hi,xtts_v2,outputs/xtts_v2_901681_00780.wav,7780
781,adaptation_hi,126393,adaptation,refs/126393.wav,is tarah se names keval sadasyon ke names dekh sakte hain aur unke phone numbers naheen,इस तरह से names केवल सदस्यों के names देख सकते हैं और उनके phone numbers नहीं,mixed,hi,xtts_v2,outputs/xtts_v2_126393_00781.wav,7781
782,adaptation_hi,201350,adaptation,refs/201350.wav,theek hai mukhy base window par vaapas chalte hain aur is view ko banaate hain,ठीक है मुख्य base window पर वापस चलते हैं और इस view को बनाते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_201350_00782.wav,7782
783,adaptation_hi,342352,adaptation,refs/342352.wav,daayen panel par create view par click karte hain,दायें panel पर create view पर click करते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_342352_00783.wav,7783
784,adaptation_hi,350956,adaptation,refs/350956.wav,ham view design naamak ek naee window dekhte hain aur ek popap window jo kahtaa hai add tables,हम view design नामक एक नई window देखते हैं और एक पॉपअप window जो कहता है add tables,mixed,hi,xtts_v2,outputs/xtts_v2_350956_00784.wav,7784
785,adaptation_hi,433148,adaptation,refs/433148.wav,aur name memberid aur name fields par double click karenge,और name memberid और name fields पर double click करेंगे,mixed,hi,xtts_v2,outputs/xtts_v2_433148_00785.wav,7785
786,adaptation_hi,491095,adaptation,refs/491095.wav,id field ko jornaa hameshaa laabhdaayak hai,id field को जोड़ना हमेशा लाभदायक है,mixed,hi,xtts_v2,outputs/xtts_v2_491095_00786.wav,7786
787,adaptation_hi,702146,adaptation,refs/702146.wav,kyonki yah hamen is view ko kisee aur sambandhit table se jorne men madad kartaa hai udaaharnasvarup booksissued table,क्योंकि यह हमें इस view को किसी और सम्बन्धित table से जोड़ने में मदद करता है उदाहरणस्वरुप booksissued table,mixed,hi,xtts_v2,outputs/xtts_v2_702146_00787.wav,7787
788,adaptation_hi,707034,adaptation,refs/707034.wav,ham functions maapdand jor sakte hain aur ise jis tarah bhee ham chaahen kram men lagaa sakte hain,हम functions मापदंड जोड़ सकते हैं और इसे जिस तरह भी हम चाहें क्रम में लगा सकते हैं,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_707034_00788.wav,7788
789,adaptation_hi,804882,adaptation,refs/804882.wav,kintu abhee ke lie names member names ko aarohee kram men lagaaenge,किन्तु अभी के लिए names member names को आरोही क्रम में लगाएँगे,mixed,hi,xtts_v2,outputs/xtts_v2_804882_00789.wav,7789
790,adaptation_hi,901681,adaptation,refs/901681.wav,iske lie sort row ke andar name column men sabse neeche bhaag ke khaalee cell par click karte hain,इसके लिए sort row के अंदर name column में सबसे नीचे भाग के खाली cell पर click करते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_901681_00790.wav,7790
791,adaptation_hi,126393,adaptation,refs/126393.wav,yahaan is view ke lie ek vivarnaatmak name type karte hain: view: members name only,यहाँ इस view के लिए एक विवरणात्मक name type करते हैं: view: members name only,mixed,hi,xtts_v2,outputs/xtts_v2_126393_00791.wav,7791
792,adaptation_hi,201350,adaptation,refs/201350.wav,antanirhit data dekhne ke lie sabse oopar edit menu par click karte hain,अंतनिर्हित data देखने के लिए सबसे ऊपर edit menu पर click करते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_201350_00792.wav,7792
793,adaptation_hi,342352,adaptation,refs/342352.wav,aur phir sabse neeche run query par click karte hain,और फिर सबसे नीचे run query पर click करते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_342352_00793.wav,7793
794,adaptation_hi,350956,adaptation,refs/350956.wav,aur oopar ham ek nayaa bhaag dekhte hain jo library ke sabhee sadasyon ko aaroheekram men soocheebaddh kartaa hai,और ऊपर हम एक नया भाग देखते हैं जो library के सभी सदस्यों को आरोहीक्रम में सूचीबद्ध करता है,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_350956_00794.wav,7794
795,adaptation_hi,433148,adaptation,refs/433148.wav,dhyaan deejiye ki ham koee phone numbers naheen dekh rahe hain,ध्यान दीजिये कि हम कोई phone numbers नहीं देख रहे हैं,mixed,hi,xtts_v2,outputs/xtts_v2_433148_00795.wav,7795
796,adaptation_hi,491095,adaptation,refs/491095.wav,ham apnee aavashyaktaaon ke anusaar views ko banaa aur usko roop we sakte hain,हम अपनी आवश्यकताओं के अनुसार views को बना और उसको रूप we सकते हैं,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_491095_00796.wav,7796
797,adaptation_hi,702146,adaptation,refs/702146.wav,agle vishay par jaane se pahle yahaan ek niyat kaary hai,अगले विषय पर जाने से पहले यहाँ एक नियत कार्य है,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_702146_00797.wav,7797
798,adaptation_hi,707034,adaptation,refs/707034.wav,sadasyon ko jaaree kee huee pustakon kaa ek view banaaie aur keval vah pustak joki checked in naheen hai,सदस्यों को जारी की हुई पुस्तकों का एक view बनाइए और केवल वह पुस्तक जोकि checked इन नहीं है,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_707034_00798.wav,7798
799,adaptation_hi,804882,adaptation,refs/804882.wav,view men nimn fields sammilit kariye: book titles member names issue date aur return date,view में निम्न fields सम्मिलित करिये: book titles member names issue date और return date,mixed,hi,xtts_v2,outputs/xtts_v2_804882_00799.wav,7799
